"id","name","country","city","website","phone","email","address","created_by","updated_by","created_at","updated_at"
"1211","Ejendals AB","Sweden","79332 Leksand","ejendals.com ","4624736000","info@ejendals.com","Ejendals AB 
Limavagen 28 
79332 Leksand, Sweden
P.O. Box 7
79321 Leksand, Sweden","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1212","EKASTU Safety GmbH","Germany","Schänzle 8, 71332 Waiblingen"," http://www.ekastu.de","4971519750990","info@ekastu.de","EKASTU Safety GmbH
Schänzle 8, 71332 Waiblingen
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1213","EKS Emniyet Kemer San ve Is Güv. Malz. Tic. Ltd. Sti.","Turkey","Ostim Uzay Cagi Caddesi 1251, Sok. No: 3 Yenimahalle, 06374 Ankara"," http://www.eksed.com.tr","903123542389","eks@eksed.com.tr","EKS Emniyet Kemer San ve Is Güv. Malz. Tic. Ltd. Sti.
Ostim Uzay Cagi Caddesi 1251, Sok. No: 3 Yenimahalle, 06374 Ankara
Turkey","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1214","Elka Rainwear A.S.","Denmark","7451 Sunds","elkarainwear.dk ","4597142422","hp@elkarainwear.dk","Elka Rainwear A.S. 
Navervej 22-24 
7451 Sunds, Denmark [incl. Greenland]","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1215","ELK-Gesellschaft für Entwicklung, Layout und Konzeption elektronischer Systeme mbH","Germany","Gladbacher Str. 232, 47805 Krefeld"," http://www.bappu.de","492151395670","info@bappu.de","ELK-Gesellschaft für Entwicklung, Layout und Konzeption elektronischer Systeme mbH
Gladbacher Str. 232, 47805 Krefeld
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1216","Elten GmbH","Germany","Ostwall 7-13, 47589 Uedem"," http://www.elten.com","4928258068","service@elten.com","Elten GmbH
Postfach 11 47, 47587 Uedem 
Ostwall 7-13, 47589 Uedem
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1217","EMA AYAKKABI A.S.","TURKEY","ISTANBUL"," http://www.emaayakkabi.com","902165933445","info@emaayakkabi.com","EMA AYAKKABI A.S.
Abdurrahman Gazi Mahallesi, Gazi Caddesi, No: 21 Sancaktepe, 34887 Istanbul
Turkey","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1218","English Braids Ltd.","UK"," Worcestershire","englishbraids.com ","441684892222","sales@englishbraids.com","English Braids Ltd. 
Spring Lane 
WR14 1AL Malvern, Worcestershire, United Kingdom","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1219","Ergodyne Corp.","USA","MN","ergodyne.com ","16512006048",,"Ergodyne Corp. 
 1021 Bandana Blvd E 
 Ste 220 
 Saint Paul, MN 55108-5130 
 United States ","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1220","Ergomat A/S","Denmark","5471 Sonderso","ergomat.com ","4570221840","info@ergomat.com","Ergomat A/S 
Snavevej 6-10 
5471 Sonderso, Denmark [incl. Greenland]","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1221","ErgoPack Deutschland GmbH","Germany","Hanns-Martin-Schleyer-Str. 21, 89415 Lauingen (Donau)"," http://www.ergopack.de","499072702830","info@ergopack.de","ErgoPack Deutschland GmbH
Hanns-Martin-Schleyer-Str. 21, 89415 Lauingen (Donau)
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1222","Erich Schmidt Verlag GmbH & Co. KG","Germany","Genthiner Str. 30 G, 10785 Berlin"," http://www.esv.info","49302500850","esv@esvmedien.de","Erich Schmidt Verlag GmbH & Co. KG
Genthiner Str. 30 G, 10785 Berlin
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1223","Eska Lederhandschuhfabrik Ges.m.b.H. & Co. KG","Austria","4600 Wels/Thalheim","eska.at ","43724247292","office@eska.at","Eska Lederhandschuhfabrik Ges.m.b.H. & Co. KG 
Am Thalbach 2 
4600 Wels/Thalheim, Austria","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1224","EverGlow GmbH Sicherheitsleitsysteme","Germany","Draisstr. 19a-b, 76461 Muggensturm"," http://www.everglow.de","497222966650","info@everglow.de","EverGlow GmbH Sicherheitsleitsysteme
Draisstr. 19a-b, 76461 Muggensturm
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1225","Excel Exims (Partnership)","India","208 010 Kanpur","excelexims.com ","5122460698","excelexims@hotmail.com","Excel Exims (Partnership) 
375-C Allied Street Jajmau
208 010 Kanpur, India","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1226","Exena SRL","Italy","62012 Civitanova Marche","exena.it ","390733897256","info@exena.it","Exena SRL 
Via Breda 7-A Z. Ind A
62012 Civitanova Marche, Italy","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1227","Exner Fashion GmbH","Germany","Karlstr. 20, 45739 Oer-Erkenschwick"," http://www.exner-online.com","492368699340","info@exner-online.com","Exner Fashion GmbH
Karlstr. 20, 45739 Oer-Erkenschwick
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1228","F&R Brillen GmbH","Germany","Porschestr. 21, 84030 Landshut"," http://www.fr-eyewear.de","49871430820","info@fr-eyewear.de","F&R Brillen GmbH
Porschestr. 21, 84030 Landshut
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1229","F. Engel K/S","Denmark","6100 Haderslev","f-engel.com ","4574223535","fe@f-engel.com","F. Engel K/S 
Norgesvej 12 
6100 Haderslev, Denmark [incl. Greenland]","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1230","F.S. Candino Industries (Partnership)","Pakistan","51340 Sialkot","fscandino.com ","92523561030","fscandino@fscandino.com","F.S. Candino Industries (Partnership) 
Defence Road, Opp. Masjid Iqbal Town
51340 Sialkot, Pakistan","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1231","Fachvereinigung Arbeitssicherheit e.V. (FASI)","Germany","Schiersteiner Str. 39, 65187 Wiesbaden"," http://www.fasi.de","49611157550","info@fasi.de","Fachvereinigung Arbeitssicherheit e.V. (FASI)
Schiersteiner Str. 39, 65187 Wiesbaden
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1232","Fagus-GreCon Greten GmbH & Co. KG","Germany","Hannoversche Str. 58, 31061 Alfeld"," http://www.grecon.com","495181790","sales@fagus.de","Fagus-GreCon Greten GmbH & Co. KG
Postfach 1243, 31042 Alfeld 
Hannoversche Str. 58, 31061 Alfeld
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1233","Fal Calzados de Seguridad, S.A.","Spain","26580 Arnedo (La Rioja)","falseguridad.es ","34941380800","info@falseguridad.es","Fal Calzados de Seguridad, S.A. 
Avda. de Logrono, 21 Bis 
26580 Arnedo (La Rioja), Spain
P.O. Box 26580
42 Arnedo (La Rioja), Spain","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1234","FAZAL AHMED ENTERPRISES Muhammad Irfan","PAKISTAN","KARACHI"," http://www.fa-ent.com","92213028264646","efiirfan2004@gmail.com","FAZAL AHMED ENTERPRISES Muhammad Irfan
Plot~ 369, Sector 7/A, Korangi Industrial Area, 75660 Karachi
Pakistan","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1235","Felix Trading BV","Netherlands","3606 AS Maarssen","felixrescue.com ","31346555622","info@felixtradingbv.nl","Felix Trading BV 
Industrieweg 36-04 
3606 AS Maarssen, Netherlands
P.O. Box 1063
3600 BB Maarssen, Netherlands","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1236","FHB original GmbH & Co. KG","Germany","Blankenfohrweg 7-9, 32139 Spenge"," http://www.fhb.de","495225876444","info@fhb.de","FHB original GmbH & Co. KG
Blankenfohrweg 7-9, 32139 Spenge
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1237","FISAT Fach- und Interessenverband für seilunterstützte Arbeitstechniken e.V.","Germany","Plautstr. 80, 04179 Leipzig"," http://www.fisat.de","4934155019092","info@fisat.de","FISAT Fach- und Interessenverband für seilunterstützte Arbeitstechniken e.V.
Plautstr. 80, 04179 Leipzig
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1238","Footsure Western Ltd.","UK","GL2 4PH Gloucester","amblerssafety.com ","441452727301","exports@footsure.net","Footsure Western Ltd. 
Units F&G Quedgeley West Biz Park Bristol Road, Hardwicke
GL2 4PH Gloucester, United Kingdom","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1239","FORTAL SAS","France","ZI du Muckental, 67140 Barr"," http://www.fortal.fr","333885853536","info@fortal.fr","FORTAL SAS
ZI du Muckental, 67140 Barr
France","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1240","Fortune Protection Safety Ltd.","Hong kong","Central","fortunehongkong.com ","85225413813","thomas@fortunehongkong.com","Fortune Protection Safety Ltd. 
10th floor Unit A, Centre Mark II, No. 305 Queen's Road, Central
Central, China, Hongkong, Special Administrative Region","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1241","Fortunetree International Ltd.","CHINA"," China","fallprotection.net.cn ","862163917228","annie@fortunetree.com","Fortunetree International Ltd. 
Unit 515-517, 5Fl., No. 23, Lane 466 Yindu Road
200001 Shanghai, China, People's Republic of","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1242","Freie Gesundheitsberufe e.V. Dachverband für freie beratende und Gesundheit fördernde Berufe","Germany","Axel-Springer-Str. 54 B, 10117 Berlin"," http://www.freie-gesundheitsberufe.de","493098299422","info@freie-gesundheitsberufe.de","Freie Gesundheitsberufe e.V. Dachverband für freie beratende und Gesundheit fördernde Berufe
Axel-Springer-Str. 54 B, 10117 Berlin
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1243","Friedrich Münch GmbH & Co. KG","Germany","In den Waldäckern 10, 75417 Mühlacker"," http://www.niroflex.de","49704195440","info@niroflex.de","Friedrich Münch GmbH & Co. KG
In den Waldäckern 10, 75417 Mühlacker
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1244","FRISTADS AB","Sweden","Borås"," http://www.fristads.com","4633202200","kundservice.se@fristads.com","P.O. Box 1102, 50111 Borås Prognosgatan 24, 50464 Borås Sweden","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1245","Fujian Cashion Garment Co., Ltd.","CHINA","FUZHOU, FUJIAN"," http://www.cashion-cn.com","8659187626836","sales@cashion-cn.com","Fujian Cashion Garment Co., Ltd.
25/F., Block A, Worldwide Plaza, No. 158 Wusi Road, 350003 Fuzhou, Fujian
China","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1246","FUNCKE Sicherheitssysteme GmbH","Germany","Bilsteiner Str. 18, 57462 Olpe"," http://www.funcke-sicherheitssysteme.de","492761941870","info@funcke-sicherheitssysteme.de","FUNCKE Sicherheitssysteme GmbH
Bilsteiner Str. 18, 57462 Olpe
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1247","G.B. INDUSTRIES SDN. BHD.","Malaysia"," Selangor Darul Ehsan","novax-intl.com ","60380238899","sales@gb-intl.com","G.B. INDUSTRIES SDN. BHD. 
No. 75-2, Jalan USJ 21/11 
47630 Subang Jaya, Selangor Darul Ehsan, Malaysia","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1248","Galilee GmbH","Germany","Karl-Arnold-Str. 2, 47877 Willich"," http://www.galilee-web.de","4921545029369","info@galilee-web.de","Galilee GmbH
Karl-Arnold-Str. 2, 47877 Willich
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1249","GAOMI LONGFEI SHOES CO.,LTD.","CHINA","GAOMI"," http://www.longfeixieye.com","865362850789","sales_longfei@163.com","GAOMI LONGFEI SHOES CO.,LTD.
1km North of Crossroad Phonix Street, and West Outer Ring Road, 261500 Gaomi
China","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1250","Gas Clip Technologies Inc.","USA","TX","gascliptech.com ","19727757577","info@gascliptech.com","Gas Clip Technologies Inc. 
610 Uptown Blvd 
75104 Cedar Hill, TX, USA","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1251","Gastec Corporation","Japan","252-1195 Kanagawa","gastec.co.jp ","81467793910","international@gastec.co.jp","Gastec Corporation 
8-8-6 Fukayanaka, Ayase-shi 
252-1195 Kanagawa, Japan","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1252","GDG IMP. ART. BHP S.C.","POLAND","WARSZAWA"," http://www.derul.pl","48226190758","derul@wp.pl","GDG IMP. ART. BHP S.C.
Ul. Ks. Ziemowita 51A, 03-885 Warszawa
Poland","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1253","Gebol Handelsgesellschaft m.b.H.","Austria","4470 Enns","gebol.at ","437223850850","office@gebol.at","Gebol Handelsgesellschaft m.b.H. 
Dr.-Körner-Str. 4 
4470 Enns, Austria","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1254","Gebrüder Rensing GmbH","Germany","Bocholt"," http://www.rensing.de","4928712415600","info@rensing.de","Franzstr. 115, 46395 Bocholt Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1255","Gee WaWa Footwear LLC","USA","CA",,"12017142675813",,"Gee WaWa Footwear LLC
5161, Richton Street, 91763 Montclair, CA
USA","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1256","GIASCO s.r.l.","Italy","36072 Chiampo","giasco.com ","390444624477","giasco@giasco.com","GIASCO s.r.l. 
Via Zaupa 50 
36072 Chiampo, Italy","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1257","GLOVELAND TECHNOLOGY CO., LTD.","KOREA"," Korea","gloveok.com ","82549736680","gloveok@hotmail.com","GLOVELAND TECHNOLOGY CO., LTD. 
88, Haksang 1st Street, Gasan-myeo 
718-913 GyeongBuk, Korea, Republic","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1258","Gloves n Gloves Partnership","Pakistan","54792 Lahore","gng.com.pk ","924237309680","info@gng.com.pk","Gloves n Gloves Partnership 
267-CCA, Phase 4 Commercial, D.H.A. 
54792 Lahore, Pakistan","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1259","GQA Gesellschaft für Qualität im Arbeitsschutz mbH","Germany","Schiersteiner Str. 39, 65187 Wiesbaden"," http://www.gqa.de","496111575530","info@gqa.de","GQA Gesellschaft für Qualität im Arbeitsschutz mbH
Schiersteiner Str. 39, 65187 Wiesbaden
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1260","GreatGuard Safety Pty Ltd","Australia","Melbourne"," http://www.greatguardsafety.com.au","61397297650","sales@greatguardsafety.com.au","Unit 7, 31 Hosie Street, Bayswater North, 3153 Melbourne Australia","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1261","GREEN International Absturzsicherungs GmbH","Austria","Steyrermühl"," http://www.green-international.at","43761332498","office@green-international.at","Fabrikplatz 1/10, 4662 Steyrermühl Austria","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1262","GREIFF Mode GmbH & Co. KG","Germany","Memmelsdorfer Str. 250, 96052 Bamberg"," http://www.greiff.de","499514050","info@greiff.de","GREIFF Mode GmbH & Co. KG
Postfach 100241, 96054 Bamberg 
Memmelsdorfer Str. 250, 96052 Bamberg
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1263","GUANGZHOU JUNYUE FOAM EARPLUG CO., LTD.","CHINA"," China","noiless.com ","862037707572","em@noiless.com","GUANGZHOU JUNYUE FOAM EARPLUG CO., LTD. 
No.38 THE North of Lihong Road, FengshenRoad, Xinhua Street, Huadu District
510000 Guangzhou, China, People's Republic of","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1264","Gustav Daiber GmbH","Germany","Vor dem Weißen Stein 25-31, 72461 Albstadt"," http://www.daiber.de","49743270160","info@daiber.de","Gustav Daiber GmbH
Vor dem Weißen Stein 25-31, 72461 Albstadt
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1265","H. Hiendl GmbH & Co. KG","Germany","Industriestr. 5 + 6, 94327 Bogen"," http://www.serpa.de","49942285180","info@hiendl.de","H. Hiendl GmbH & Co. KG
Industriestr. 5 + 6, 94327 Bogen
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1266","Hailo Wind Systems GmbH & Co. KG","Germany","Kalteiche-Ring 18, 35708 Haiger"," http://www.hailo-windsystems.com","492773821471",,"Hailo Wind Systems GmbH & Co. KG
Kalteiche-Ring 18, 35708 Haiger
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1267","Hailo-Werk Rudolf Loh GmbH & Co. KG","Germany","Daimlerstr. 8, 35708 Haiger"," http://www.hailo-professional.de","492773820","info@hailo-professional.de","Hailo-Werk Rudolf Loh GmbH & Co. KG
Postfach 12 62, 35702 Haiger 
Daimlerstr. 8, 35708 Haiger
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1268","HAIX®-Schuhe Produktions- und Vertriebs GmbH","Germany","Auhofstr. 10, 84048 Mainburg"," http://www.haix.com","49875186250","info@haix.de","HAIX®-Schuhe Produktions- und Vertriebs GmbH
Auhofstr. 10, 84048 Mainburg
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1269","HAKRO GmbH","Germany","Oberstettener Str. 41, 74575 Schrozberg"," http://www.hakro.com","4979359118100","info@hakro.com","HAKRO GmbH
Postfach 25, 74573 Schrozberg 
Oberstettener Str. 41, 74575 Schrozberg
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1270","Handy Man Enterprise Co., Ltd.","Taiwan","11493 Taipei","fall-protect.com ","886287976106","service@handy-man.com.tw","Handy Man Enterprise Co., Ltd. 
5F-1, No. 194, Jhouzih Street Neihu District
11493 Taipei, Taiwan","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1271","HANVO JP CO., LTD.","Japan","1F, 1-17-14, Okubo, Shinjuku-ku, 169-0072 Tokyo"," http://www.hanvo.jp","81352915477","info@hanvo.jp","HANVO JP CO., LTD.
1F, 1-17-14, Okubo, Shinjuku-ku, 169-0072 Tokyo
Japan","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1272","Harvik Rubber Industries Sdn. Bhd.","Malaysia"," Penang","harvik.com ","6043907550251","danielkooi@harvik.com","Harvik Rubber Industries Sdn. Bhd. 
1414, Lorong Perusahaan 4, (Off Jalan Perusahaan),Free Ind. Zone(1)
13600 Prai, Penang, Malaysia","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1273","Hasont Trading GmbH","Germany","Scharpenbargsweg 5 F, 21149 Hamburg"," http://www.hasont.de","494023688708","info@hasont.de","Hasont Trading GmbH
Scharpenbargsweg 5 F, 21149 Hamburg
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1274","Hazardtrainer GmbH","Germany","Lichterfelder Str. 5a, 21502 Geesthacht"," http://www.hazardtrainer.de","4941521594194","info@hazardtrainer.de","Hazardtrainer GmbH
Lichterfelder Str. 5a, 21502 Geesthacht
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1275","Heilemann Sicherheitstechnik GmbH","Germany","Industriestr. 55, 75417 Mühlacker"," http://www.euroflex-safety.de","497041814160","info@euroflex-safety.de","Heilemann Sicherheitstechnik GmbH
Industriestr. 55, 75417 Mühlacker
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1276","Heinrich Vorndamme OHG","Germany","Teichweg 6, 32805 Horn-Bad Meinberg"," http://www.isotemp.de","49523489660","info@isotemp.de","Heinrich Vorndamme OHG
Postfach 23 26, 32798 Horn-Bad Meinberg 
Teichweg 6, 32805 Horn-Bad Meinberg
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1277","Helly Hansen Deutschland GmbH","Germany","Balanstr. 73 / Haus 10, 81541 München"," http://www.hhworkwear.com","4989200083482","workwear.ec@hellyhansen.com","Helly Hansen Deutschland GmbH
Balanstr. 73 / Haus 10, 81541 München
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1278","Help Care Company ApS","Denmark","Industrivej 19, 8881 Thorso"," http://www.helpcarecompany.com","4522203064","info@helpcarecompany.dk","Help Care Company ApS
Industrivej 19, 8881 Thorso
Denmark [incl. Greenland]","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1279","Hermann Sewerin GmbH","GERMANY","GÜTERSLOH"," http://www.sewerin.com","4952419340","info@sewerin.com","Hermann Sewerin GmbH
Robert-Bosch-Str. 3, 33334 Gütersloh
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1280","HERWE GmbH","Germany","Kleines Feldlein 16-20, 74889 Sinsheim"," http://www.herwe.de","49726192810","info@herwe.de","HERWE GmbH
Kleines Feldlein 16-20, 74889 Sinsheim
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1281","Heungje International Corp.","Korea","~102 Myeongnyun-ro, Jung-Gu, Daegu, Kore, 41962 Daegu"," http://www.hj-gloves.co.kr","82534260506","heungje@msn.com","Heungje International Corp.
~102 Myeongnyun-ro, Jung-Gu, Daegu, Kore, 41962 Daegu
Korea, Republic","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1282","HIGH BEST SAFETY PROTECTIVE SUPPLIES COMPANY LIMITED","HONG KONG","KOWLOON"," http://www.highbest-safety.com","85228690680","info@highbest-safety.com","HIGH BEST SAFETY PROTECTIVE SUPPLIES COMPANY LIMITED
Flat B06 5/F Blk. B Wing Hin Fty Bldg., 31-33 Ng Fong St., San Po Kong, Kowloon
Hong Kong, China SAR","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1283","Ho Cheng Safety Enterprise Co.,Ltd.","Taiwan","23865 Taipei County","hochengchob.com.tw ","886226880463","sales@hochengchob.com.tw","Ho Cheng Safety Enterprise Co.,Ltd. 
No.5, Alley 9, LAne 48, San Chun St Shulin City
23865 Taipei County, Taiwan","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1284","Honest Safety Products Co., Ltd.","CHINA"," China","honestsafety.com ","862150585599","sales@honestsafety.com","Honest Safety Products Co., Ltd. 
Rm 2302, Baoan Tower, No 800 Dongfang Road, Pudong
200122 Shanghai, China, People's Republic of","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1285","Hughes Safety Showers Ltd","UK"," Cheshire","hughes-safety-showers.co.uk ","441614306618","sales@hughes-safety-showers.co.uk","Hughes Safety Showers Ltd 
Whitefield Road, Bredbury 
SK6 2SS Stockport, Cheshire, United Kingdom","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1286","Huihong (Nantong) Safety Products Co., Ltd.","CHINA"," China","glovehh.com ","8651384536066","zy@glovehh.com","Huihong (Nantong) Safety Products Co., Ltd. 
No. 98, Huaihe Road Rudong New Development Zone
226 400 Nantong Jiangsu, China, People's Republic of","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1287","Hultafors Group AB","Sweden","517 96 Bollebygd","hultaforsgroup.com ","46337237400","info@hultaforsgroup.com","Hultafors Group AB 
Hultaforsvägen 21 
517 96 Bollebygd, Sweden
P.O. Box 38
517 21 Bollebygd, Sweden","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1288","HUNIC GmbH","GERMANY","BAIERSBRONN"," http://hunic.de","497442608234","buchhaltung@hunic.de","HUNIC GmbH
Rosenplatz 3/2, 72270 Baiersbronn
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1289","Hycare International Co. Ltd.","THAILAND","SONGKHLA"," http://www.hycare-int.com","6674552655","info@hycare-int.com","Hycare International Co. Ltd.
1197 Moo. 3 Asia Highway, Kuanlang Hatyai, 90110 Songkhla
Thailand","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1290","Ihsan Sons (Pvt.) Ltd.","Pakistan","75700 KARACHI","ihsansafety.com ","92212576691217","gloves@ihsanpakistan.com","Ihsan Sons (Pvt.) Ltd. 
F207-Textile Avenue Off. Polytechnic College S.I.T.E.
75700 KARACHI, Pakistan","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1291","IKAR GmbH","Germany","Nobelstr. 2, 36041 Fulda"," http://www.ikar-gmbh.de","4966122050","kontakt@ikar-gmbh.de","IKAR GmbH
Nobelstr. 2, 36041 Fulda
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1292","IKK classic","Germany","Tannenstr.4 b, 01099 Dresden"," http://www.ikk-classic.de","4935142920",,"IKK classic
Tannenstr.4 b, 01099 Dresden
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1293","Indian Inovatix Ltd.","India","AHMEDABAD"," http://www.indianinovatix.com","7940322966","info@indianinovatix.com","Indian Inovatix Ltd. 103 Sahajanand Complex, Shahibaug Road, 380004 Ahmedabad India","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1294","Industrial Safety Products Pvt. Ltd.","India","700054 Kolkata","ispgloves.com ","3323430913","isp@vsnl.net","Industrial Safety Products Pvt. Ltd. 
P - 33 CIT Road Scheme VI M (S)
700054 Kolkata, India","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1295","Industrial Zapatera S.A. PANTER","Spain","03360 Callosa de Segura (Alicante)","panter.es ","34965310613","panter@panter.es","Industrial Zapatera S.A. PANTER 
Carretera Catral km 2, s/n Aptdo. 9
03360 Callosa de Segura (Alicante), Spain","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1296","Infraserv GmbH & Co. Höchst KG","Germany","Industriepark Höchst, 65926 Frankfurt a.m."," http://www.infraserv.com","4969305080497","kundenservice@infraserv.com","Infraserv GmbH & Co. Höchst KG
Industriepark Höchst, 65926 Frankfurt a.m.
Germany","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1297","Ing. Hansjörg Kendler GmbH","Austria","6072 Lans","kendler.org ","435123779470","office@kendler.org","Ing. Hansjörg Kendler GmbH 
Römerstr. 163 a 
6072 Lans, Austria","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
"1298","Innova Inc.","Canada","J2J 1A4 Granby","xtirpa.com ","14507771240","dpoissant@xtirpa.com","Innova Inc. 
1040 Boul Industriel 
J2J 1A4 Granby, Canada","Anjali",NULL,"2025-06-25 14:13:20","2025-06-25 14:13:20"
